tx_id,entered_name,actual_name,payee_vpa,amount,input_method,vpa_age_days,prior_tx_count,unique_senders_7d,mule_flagged,mule_flag_count,is_lookalike,name_score,fraud_ring_id,bank_flags,seasonal_burst,session_anomaly,vpa_is_new,sanction_match,label
9,Pooja Reddy,Pooja Reddy,sanjay.864@apl,38438.85,type,414,284,1,False,0,False,0.98,,0,False,False,False,False,clean
75,BookMyShow,BookMyShow,bookmyshow@hdfcbank,33506.0,type,1455,273,8,False,0,False,0.96,,0,False,False,False,False,clean
57,Sanjay Gupta,Sanjay Gupta,rajesh.692@oksbi,10763.7,type,1269,862,3,False,0,False,0.96,,0,False,False,False,False,clean
195,HDFC Support,Lakshmi Reddy,hdfc.support@hdfcb,30679.87,paste,6,0,43,False,0,True,0.29,,0,False,True,False,False,clipboard_scam
8,Mohammed Menon,Mohammed Menon,vikram.547@apl,36483.43,type,634,523,7,False,0,False,0.91,,0,False,False,False,False,clean
145,Sbi Help,Priya Das,sbi.help@hdfcb,21727.97,paste,3,0,16,True,1,True,0.39,,0,False,False,False,False,lookalike
22,Lakshmi Gupta,Lakshmi Gupta,rajesh.124@icici,12470.49,type,431,396,1,False,0,False,0.95,,0,False,False,False,False,clean
325,Kavya Singh,Kavya Singh,priya.852@ybl,28279.61,paste,345,119,3,False,0,False,0.92,,0,False,True,False,False,session_anomaly
210,Priya Trading,Divya Reddy,mohammed.463@hdfcbank,38667.99,type,1111,42,3,False,0,False,0.67,,0,False,False,False,False,biz_individual_mismatch
114,Pooja Singh,Pooja Singh,arjun.862@ybl,183456.68,type,20,5,49,True,2,False,0.95,,2,False,False,False,False,mule_consortium
182,HDFC Support,Pooja Pillai,hdfc.support@hdfcb,38238.98,paste,17,0,31,False,0,True,0.28,,0,False,True,False,False,clipboard_scam
107,Amit Kumar,Amit Kumar,vikram.482@hdfcbank,80249.76,type,45,16,43,True,1,False,0.95,,1,False,False,False,False,mule
233,BOB,Bank of Baroda,amit.307@apl,48014.37,type,534,288,3,False,0,False,0.3,,0,False,False,False,False,name_mismatch_abbr
310,Kavya Singh,Kavya Singh,mohammed.743@oksbi,73079.52,type,862,1371,97,False,0,False,0.95,,0,True,False,False,False,seasonal_burst
105,Mohammed Menon,Mohammed Menon,meera.753@ybl,51736.63,type,13,10,31,True,1,False,0.95,,1,False,False,False,False,mule
127,Vikram Patel,Vikram Patel,mohammed.625@okaxis,175459.52,type,35,16,59,True,4,False,0.95,,4,False,False,False,False,mule_consortium
168,Flipkart Help,Rohan Reddy,flipkart.secure@yba,4750.73,paste,3,5,7,True,1,True,0.2,,0,False,False,False,False,lookalike
130,Rohan Gupta,Rohan Gupta,kavya.204@hdfcbank,199880.98,type,66,4,74,True,4,False,0.95,,4,False,False,False,False,mule_consortium
144,Phonepe Secure,Arjun Iyer,phonepe.kyc@yba,19472.03,paste,13,4,5,False,0,True,0.23,,0,False,False,False,False,lookalike
245,PNB,Punjab National Bank,rohan.141@icici,11813.43,type,1701,222,3,False,0,False,0.28,,0,False,False,False,False,name_mismatch_abbr
209,Pooja Enterprises,Karthik Shah,rohan.721@paytm,92023.26,type,1453,93,3,False,0,False,0.64,,0,False,False,False,False,biz_individual_mismatch
319,Ananya Joshi,Ananya Joshi,karthik.76@oksbi,14022.93,paste,690,179,3,False,0,False,0.93,,0,False,True,False,False,session_anomaly
315,Karthik Iyer,Karthik Iyer,divya.991@paytm,50311.55,type,1032,970,55,False,0,False,0.93,,0,True,False,False,False,seasonal_burst
242,PNB,Punjab National Bank,rohan.295@icici,13065.54,type,1885,378,3,False,0,False,0.31,,0,False,False,False,False,name_mismatch_abbr
301,Amit Das,Amit Das,vikram.952@ybl,69529.93,type,789,1402,41,False,0,False,0.91,,0,True,False,False,False,seasonal_burst
92,Ananya Nair,Ananya Nair,ramesh.567@ybl,47359.81,type,91,36,23,True,1,False,0.95,,1,False,False,False,False,mule
294,Meera Verma,Vikram Sharma,manoj.153@ybl,15843.6,type,31,100,24,False,0,False,0.97,ring_04,0,False,False,False,False,ring_satellite
14,BookMyShow,BookMyShow,bookmyshow@hdfcbank,26502.81,type,1433,931,1,False,0,False,0.96,,0,False,False,False,False,clean
159,Icici Kyc,Sneha Sharma,icici.verify@0kaxis,22141.88,paste,3,1,29,False,0,True,0.34,,0,False,False,False,False,lookalike
116,Ananya Singh,Ananya Singh,sneha.521@okaxis,151795.58,type,13,9,28,True,4,False,0.95,,4,False,False,False,False,mule_consortium
216,Vikram Solutions,Kavya Patel,arjun.355@apl,189759.21,type,1262,92,3,False,0,False,0.68,,0,False,False,False,False,biz_individual_mismatch
81,Manoj Das,Manoj Das,sneha.828@paytm,138344.56,type,69,32,45,True,1,False,0.95,,1,False,False,False,False,mule
243,BOB,Bank of Baroda,lakshmi.978@hdfcbank,77533.37,type,799,248,3,False,0,False,0.23,,0,False,False,False,False,name_mismatch_abbr
247,Divya Sharma,Divya Sharma,divya.new@apl,396844.73,type,1,0,1,False,0,False,1.0,,0,False,False,True,False,fresh_vpa
74,Amazon Pay,Amazon Pay,amazon.pay@apl,37736.24,type,806,254,1,False,0,False,0.95,,0,False,False,False,False,clean
126,Ramesh Nair,Ramesh Nair,lakshmi.442@paytm,37658.26,type,57,19,53,True,3,False,0.95,,3,False,False,False,False,mule_consortium
43,Suresh Sharma,Suresh Sharma,ananya.559@ybl,1897.8,type,1056,646,9,False,0,False,0.9,,0,False,False,False,False,clean
284,Amit Joshi,Pooja Reddy,deepa.891@oksbi,92562.63,type,43,100,20,True,2,False,0.95,ring_03,1,False,False,False,False,ring_member
45,Google Pay,Google Pay,googlepay@okaxis,33379.98,type,1024,848,9,False,0,False,0.99,,0,False,False,False,False,clean
166,Hdfc Kyc,Mohammed Singh,hdfc.help@paytrn,21827.85,paste,12,2,12,False,0,True,0.25,,0,False,False,False,False,lookalike
236,BOB,Bank of Baroda,arjun.33@okaxis,57684.46,type,1934,156,3,False,0,False,0.26,,0,False,False,False,False,name_mismatch_abbr
253,Kavya Shah,Kavya Shah,kavya.new@ybl,54170.23,type,5,0,1,False,0,False,0.96,,0,False,False,True,False,fresh_vpa
138,Phonepe Help,Divya Kumar,phonepe.service@0kaxis,15678.9,paste,9,2,24,True,1,True,0.22,,0,False,False,False,False,lookalike
163,Paytm Service,Arjun Rao,paytm.help@yba,14188.73,paste,11,2,7,True,1,True,0.27,,0,False,False,False,False,lookalike
307,Rohan Patel,Rohan Patel,ananya.758@oksbi,37273.54,type,583,387,63,False,0,False,0.9,,0,True,False,False,False,seasonal_burst
48,Priya Singh,Priya Singh,ramesh.880@hdfcbank,23587.43,type,708,886,8,False,0,False,0.92,,0,False,False,False,False,clean
109,Sanjay Das,Sanjay Das,vikram.338@ybl,64688.54,type,46,30,46,True,1,False,0.95,,1,False,False,False,False,mule
99,Arjun Patel,Arjun Patel,mohammed.161@icici,5387.98,type,98,35,43,True,1,False,0.95,,1,False,False,False,False,mule
148,Phonepe Service,Suresh Kumar,phonepe.service@hdfcb,24965.38,paste,14,3,18,True,1,True,0.36,,0,False,False,False,False,lookalike
36,Flipkart,Flipkart,flipkart@icici,22915.51,type,1839,124,1,False,0,False,0.93,,0,False,False,False,False,clean
263,Priya Gupta,Priya Gupta,priya.new@paytm,121872.57,type,6,0,1,False,0,False,0.95,,0,False,False,True,False,fresh_vpa
108,Amit Singh,Amit Singh,divya.993@apl,18230.15,type,62,26,37,True,1,False,0.95,,1,False,False,False,False,mule
100,Kavya Kumar,Kavya Kumar,kavya.724@okaxis,45994.16,type,19,19,44,True,1,False,0.95,,1,False,False,False,False,mule
131,Sbi Verify,Kavya Kumar,sbi.refund@hdfcb,24459.64,paste,11,3,13,True,1,True,0.15,,0,False,False,False,False,lookalike
37,Priya Sharma,Priya Sharma,deepa.519@icici,13333.5,type,1014,952,2,False,0,False,0.99,,0,False,False,False,False,clean
178,Kotak Support,Lakshmi Nair,kotak.support@yba,48546.34,paste,13,1,48,False,0,True,0.24,,0,False,True,False,False,clipboard_scam
280,Pooja Gupta,Ramesh Iyer,karthik.805@apl,28600.84,type,41,100,21,False,0,False,0.87,ring_02,0,False,False,False,False,ring_satellite
47,Swiggy,Swiggy,swiggy@ybl,39141.09,type,1143,871,4,False,0,False,0.91,,0,False,False,False,False,clean
60,Amit Reddy,Amit Reddy,karthik.507@apl,20042.68,type,602,721,1,False,0,False,0.99,,0,False,False,False,False,clean
157,Amazon Verify,Kavya Shah,amazon.service@0kaxis,8825.7,paste,1,1,9,True,1,True,0.32,,0,False,False,False,False,lookalike
123,Sanjay Menon,Sanjay Menon,karthik.666@apl,25259.91,type,73,13,41,True,3,False,0.95,,3,False,False,False,False,mule_consortium
61,Priya Verma,Priya Verma,arjun.181@oksbi,40225.08,type,1725,580,8,False,0,False,0.89,,0,False,False,False,False,clean
272,Meera Patel,Ananya Verma,meera.384@apl,99428.53,type,85,100,48,True,2,False,0.95,ring_01,2,False,False,False,False,ring_member
69,Meera Rao,Meera Rao,pooja.820@apl,30202.3,type,751,549,4,False,0,False,0.91,,0,False,False,False,False,clean
44,Flipkart,Flipkart,flipkart@icici,18296.11,type,1930,931,1,False,0,False,0.99,,0,False,False,False,False,clean
153,Hdfc Service,Lakshmi Verma,hdfc.support@paytrn,3687.83,paste,1,4,22,True,1,True,0.32,,0,False,False,False,False,lookalike
89,Rohan Reddy,Rohan Reddy,deepa.324@ybl,22335.44,type,107,16,49,True,1,False,0.95,,1,False,False,False,False,mule
276,Meera Menon,Suresh Reddy,mohammed.104@okaxis,31727.49,type,53,100,22,False,0,False,0.95,ring_01,0,False,False,False,False,ring_satellite
181,BOB Support,Deepa Reddy,bob.support@paytrn,49998.95,paste,5,0,28,False,0,True,0.27,,0,False,True,False,False,clipboard_scam
321,Mohammed Sharma,Mohammed Sharma,arjun.674@hdfcbank,20276.12,paste,370,195,3,False,0,False,0.95,,0,False,True,False,False,session_anomaly
281,Karthik Patel,Pooja Gupta,arjun.308@okaxis,43589.36,type,44,100,12,False,0,False,0.99,ring_02,0,False,False,False,False,ring_satellite
201,Sanjay Solutions,Ramesh Pillai,lakshmi.448@ybl,178449.87,type,1100,118,3,False,0,False,0.54,,0,False,False,False,False,biz_individual_mismatch
199,Ananya Enterprises,Vikram Verma,rajesh.38@apl,62221.3,type,289,71,3,False,0,False,0.69,,0,False,False,False,False,biz_individual_mismatch
161,Icici Service,Amit Gupta,icici.refund@axl,13409.89,paste,5,0,12,True,1,True,0.27,,0,False,False,False,False,lookalike
271,Amit Sharma,Ramesh Singh,mohammed.555@paytm,49735.56,type,45,100,10,False,0,False,0.85,ring_00,0,False,False,False,False,ring_satellite
251,Ramesh Shah,Ramesh Shah,ramesh.new@okaxis,238048.24,type,7,0,1,False,0,False,0.92,,0,False,False,True,False,fresh_vpa
135,Phonepe Verify,Vikram Nair,phonepe.kyc@0kaxis,22894.2,paste,8,2,28,False,0,True,0.41,,0,False,False,False,False,lookalike
312,Meera Nair,Meera Nair,mohammed.370@oksbi,27618.98,type,1380,1416,55,False,0,False,0.96,,0,True,False,False,False,seasonal_burst
235,BOB,Bank of Baroda,amit.592@paytm,23526.78,type,605,398,3,False,0,False,0.33,,0,False,False,False,False,name_mismatch_abbr
101,Rohan Verma,Rohan Verma,amit.678@hdfcbank,121566.32,type,64,12,27,True,1,False,0.95,,1,False,False,False,False,mule
167,Sbi Kyc,Manoj Reddy,sbi.support@hdfcb,22695.11,paste,6,2,28,False,0,True,0.44,,0,False,False,False,False,lookalike
188,SBI Support,Rajesh Shah,sbi.support@0kaxis,28100.87,paste,14,0,24,False,0,True,0.26,,0,False,True,False,False,clipboard_scam
295,Rohan Verma,Karthik Sharma,karthik.471@paytm,30425.1,type,34,100,15,False,0,False,0.95,ring_04,0,False,False,False,False,ring_satellite
275,Arjun Reddy,Rajesh Iyer,rohan.194@okaxis,47183.47,type,17,100,11,False,0,False,0.97,ring_01,0,False,False,False,False,ring_satellite
53,Deepa Iyer,Deepa Iyer,mohammed.972@oksbi,33245.46,type,976,688,6,False,0,False,0.96,,0,False,False,False,False,clean
33,Ramesh Rao,Ramesh Rao,vikram.71@ybl,29792.25,type,1682,932,4,False,0,False,0.93,,0,False,False,False,False,clean
143,Sbi Support,Sanjay Reddy,sbi.service@hdfcb,24726.11,paste,13,4,11,False,0,True,0.17,,0,False,False,False,False,lookalike
324,Karthik Gupta,Karthik Gupta,amit.708@hdfcbank,15513.51,paste,553,36,3,False,0,False,0.94,,0,False,True,False,False,session_anomaly
110,Pooja Kumar,Pooja Kumar,mohammed.323@oksbi,41597.83,type,108,30,22,True,1,False,0.95,,1,False,False,False,False,mule
3,Rohan Verma,Rohan Verma,suresh.778@hdfcbank,40310.38,type,1729,482,6,False,0,False,0.91,,0,False,False,False,False,clean
200,Kavya Associates,Sanjay Shah,pooja.485@oksbi,54396.18,type,591,93,3,False,0,False,0.55,,0,False,False,False,False,biz_individual_mismatch
220,Kavya Services,Pooja Nair,karthik.305@okaxis,93441.11,type,322,60,3,False,0,False,0.57,,0,False,False,False,False,biz_individual_mismatch
231,PNB,Punjab National Bank,divya.532@hdfcbank,46241.87,type,1741,363,3,False,0,False,0.25,,0,False,False,False,False,name_mismatch_abbr
102,Pooja Reddy,Pooja Reddy,ananya.931@apl,43516.71,type,19,8,24,True,1,False,0.95,,1,False,False,False,False,mule
15,IRCTC,IRCTC,irctc@sbi,37568.8,type,1874,706,6,False,0,False,0.89,,0,False,False,False,False,clean
203,Kavya Solutions,Vikram Rao,mohammed.336@ybl,133879.25,type,827,134,3,False,0,False,0.61,,0,False,False,False,False,biz_individual_mismatch
222,Lakshmi Associates,Ananya Verma,priya.327@icici,52138.88,type,450,88,3,False,0,False,0.57,,0,False,False,False,False,biz_individual_mismatch
96,Arjun Sharma,Arjun Sharma,meera.621@icici,91438.39,type,38,38,54,True,1,False,0.95,,1,False,False,False,False,mule
95,Amit Das,Amit Das,ramesh.156@apl,26633.65,type,48,10,51,True,1,False,0.95,,1,False,False,False,False,mule
208,Karthik Solutions,Manoj Iyer,rohan.256@apl,192301.41,type,253,67,3,False,0,False,0.58,,0,False,False,False,False,biz_individual_mismatch
119,Rajesh Shah,Rajesh Shah,deepa.715@paytm,55373.05,type,34,14,44,True,3,False,0.95,,3,False,False,False,False,mule_consortium
237,BOB,Bank of Baroda,meera.156@paytm,41883.05,type,917,310,3,False,0,False,0.34,,0,False,False,False,False,name_mismatch_abbr
219,Ramesh Associates,Suresh Sharma,deepa.786@paytm,116566.75,type,1465,183,3,False,0,False,0.46,,0,False,False,False,False,biz_individual_mismatch
287,Divya Verma,Sanjay Shah,lakshmi.321@okaxis,23626.86,type,24,100,15,False,0,False,0.85,ring_03,0,False,False,False,False,ring_satellite
170,Amazon Support,Divya Gupta,amazon.verify@0kaxis,15968.94,paste,13,2,23,True,1,True,0.17,,0,False,False,False,False,lookalike
82,Amit Nair,Amit Nair,arjun.851@paytm,140520.17,type,67,20,32,True,1,False,0.95,,1,False,False,False,False,mule
283,Rajesh Pillai,Lakshmi Sharma,deepa.53@icici,17080.77,type,19,100,9,False,0,False,0.88,ring_02,0,False,False,False,False,ring_satellite
90,Deepa Reddy,Deepa Reddy,divya.284@apl,110064.83,type,86,23,48,True,1,False,0.95,,1,False,False,False,False,mule
265,Arjun Reddy,Arjun Reddy,arjun.new@okaxis,265181.85,type,4,0,1,False,0,False,0.97,,0,False,False,True,False,fresh_vpa
125,Mohammed Singh,Mohammed Singh,priya.455@ybl,41609.31,type,8,2,39,True,4,False,0.95,,4,False,False,False,False,mule_consortium
85,Pooja Kumar,Pooja Kumar,deepa.88@icici,39996.63,type,72,40,41,True,1,False,0.95,,1,False,False,False,False,mule
56,IRCTC,IRCTC,irctc@sbi,41702.89,type,922,343,4,False,0,False,0.93,,0,False,False,False,False,clean
176,Kotak Support,Ramesh Verma,kotak.support@hdfcb,33389.9,paste,11,0,31,False,0,True,0.12,,0,False,True,False,False,clipboard_scam
12,Google Pay,Google Pay,googlepay@okaxis,49866.56,type,583,571,8,False,0,False,0.89,,0,False,False,False,False,clean
59,Amazon Pay,Amazon Pay,amazon.pay@apl,2406.06,type,1273,675,2,False,0,False,0.93,,0,False,False,False,False,clean
23,Google Pay,Google Pay,googlepay@okaxis,458.82,type,1749,696,1,False,0,False,0.91,,0,False,False,False,False,clean
154,Flipkart Service,Meera Pillai,flipkart.support@paytrn,22938.17,paste,1,2,24,True,1,True,0.24,,0,False,False,False,False,lookalike
35,Flipkart,Flipkart,flipkart@icici,10292.53,type,1766,371,4,False,0,False,0.91,,0,False,False,False,False,clean
164,Flipkart Support,Sanjay Menon,flipkart.support@paytrn,11017.47,paste,7,5,25,True,1,True,0.28,,0,False,False,False,False,lookalike
232,PNB,Punjab National Bank,karthik.632@okaxis,74192.62,type,1112,403,3,False,0,False,0.3,,0,False,False,False,False,name_mismatch_abbr
225,Rajesh Trading,Karthik Rao,amit.362@okaxis,14488.34,type,776,146,3,False,0,False,0.61,,0,False,False,False,False,biz_individual_mismatch
50,Pooja Iyer,Pooja Iyer,priya.899@ybl,48522.99,type,665,644,5,False,0,False,0.88,,0,False,False,False,False,clean
244,SBI,State Bank of India,rajesh.672@paytm,26387.95,type,1481,209,3,False,0,False,0.27,,0,False,False,False,False,name_mismatch_abbr
179,HDFC Support,Pooja Singh,hdfc.support@0kaxis,33957.2,paste,11,1,43,False,0,True,0.12,,0,False,True,False,False,clipboard_scam
248,Vikram Singh,Vikram Singh,vikram.new@apl,470764.44,type,4,0,1,False,0,False,0.95,,0,False,False,True,False,fresh_vpa
267,Sneha Pillai,Mohammed Rao,manoj.721@oksbi,21280.32,type,18,100,11,False,0,False,0.97,ring_00,0,False,False,False,False,ring_satellite
106,Arjun Das,Arjun Das,amit.602@hdfcbank,142864.01,type,115,22,58,True,1,False,0.95,,1,False,False,False,False,mule
234,SBI,State Bank of India,amit.316@oksbi,79878.73,type,1985,452,3,False,0,False,0.36,,0,False,False,False,False,name_mismatch_abbr
