tx_id,timestamp,entered_name,actual_name,payee_vpa,amount,input_method,vpa_age_days,prior_tx_count,unique_senders_7d,mule_flagged,mule_flag_count,is_lookalike,name_score,fraud_ring_id,label
394,2026-04-06T22:06:28.975804,Ananya Joshi,Ananya Joshi,rajesh.948@icici,12207.22,paste,663,31,6,False,0,False,0.85,,clean
957,2026-04-08T04:51:39.217863,Deepa Enterprises,Manoj Reddy,divya.064@icici,96774.05,type,497,60,1,False,0,False,0.59,,name_mismatch
174,2026-01-17T12:03:28.392419,BookMyShow,BookMyShow,bookmyshow@hdfcbank,4760.12,type,1096,56,5,False,0,False,0.94,,clean
245,2026-01-15T17:36:05.578620,Paytm,Paytm,paytm@paytm,2808.83,type,1838,434,3,False,0,False,0.96,,clean
786,2026-06-14T20:16:24.053691,Manoj Iyer,Ramesh Reddy,priya.412@paytm,133913.3,paste,2,3,21,False,0,False,0.46,11,mule
583,2026-01-08T03:50:21.315045,Paytm,Paytm,paytm@paytm,2458.26,paste,1646,197,6,False,0,False,0.95,,clean
250,2026-03-07T01:42:02.825332,Arjun Associates,Arjun Associates,ramesh.556@ybl,9573.53,type,960,401,5,False,0,False,0.92,,clean
298,2026-05-28T00:36:22.436176,Pooja Iyer,Pooja Iyer,sanjay.646@apl,4624.28,type,1154,46,8,False,0,False,0.96,,clean
4,2025-12-30T03:42:55.615629,PhonePe,PhonePe,phonepe@ybl,1221.84,type,1376,244,3,False,0,False,0.94,,clean
688,2026-02-12T20:21:24.160305,Rajesh Solutions,Rajesh Solutions,mohammed.352@apl,805.06,paste,454,304,5,False,0,False,0.91,,clean
959,2026-06-11T06:08:48.743659,Sanjay Ventures,Priya Enterprises,deepa.972@paytm,57616.5,type,1083,58,3,False,0,False,0.46,,name_mismatch
24,2026-04-21T20:05:56.286360,Amazon Pay,Amazon Pay,amazon.pay@apl,4544.29,type,548,278,1,False,0,False,0.99,,clean
620,2026-04-06T04:53:02.196077,Ramesh Sharma,Ramesh Sharma,ramesh.291@icici,4960.21,type,655,447,1,False,0,False,0.87,,clean
964,2026-01-24T08:48:30.208254,Rohan Kumar,Divya Reddy,ramesh.470@oksbi,86334.46,type,245,62,2,False,0,False,0.44,,name_mismatch
538,2026-01-09T09:47:30.656900,Arjun Pillai,Arjun Pillai,deepa.503@icici,48613.71,type,724,374,3,False,0,False,0.91,,clean
118,2026-02-11T02:59:14.815849,Zomato,Zomato,zomato@paytm,2381.18,paste,1718,99,6,False,0,False,0.98,,clean
324,2026-02-04T05:51:59.135562,Manoj Pillai,Manoj Pillai,pooja.431@hdfcbank,15394.1,type,592,152,1,False,0,False,0.87,,clean
21,2026-02-12T05:27:42.523376,BookMyShow,BookMyShow,bookmyshow@hdfcbank,1109.23,type,1468,75,2,False,0,False,0.94,,clean
449,2026-06-04T12:04:12.124882,Divya Gupta,Divya Gupta,rohan.567@apl,1926.56,paste,509,446,4,False,0,False,0.91,,clean
518,2026-06-13T11:59:37.219411,Paytm,Paytm,paytm@paytm,429.63,type,856,299,1,False,0,False,0.86,,clean
26,2026-02-09T17:33:09.848229,Ananya Pillai,Ananya Pillai,manoj.411@okaxis,36582.85,type,1387,12,6,False,0,False,0.97,,clean
391,2026-03-13T12:10:47.248184,Rohan Iyer,Rohan Iyer,vikram.209@paytm,43593.63,type,277,7,7,False,0,False,0.87,,clean
433,2026-02-19T08:50:59.133288,Google Pay,Google Pay,googlepay@okaxis,1024.54,type,1039,19,8,False,0,False,0.91,,clean
596,2026-04-09T13:36:40.881476,Swiggy,Swiggy,swiggy@ybl,4316.38,paste,1907,331,8,False,0,False,0.95,,clean
636,2026-04-22T00:07:50.516401,Manoj Nair,Manoj Nair,karthik.658@icici,23601.84,type,598,178,7,False,0,False,0.89,,clean
766,2026-05-27T15:46:58.022868,Priya Verma,Divya Rao,karthik.686@ybl,212787.3,paste,19,0,15,True,4,False,0.49,17,mule
941,2026-06-20T09:23:36.357646,Manoj Iyer,Ananya Gupta,rohan.535@paytm,79863.64,type,849,88,3,False,0,False,0.45,,name_mismatch
356,2026-02-01T22:59:40.225560,Kavya Iyer,Kavya Iyer,meera.269@ybl,42034.99,type,1157,29,5,False,0,False,1.0,,clean
737,2026-06-04T13:08:17.049122,Ventures Das,Vikram Iyer,meera.729@oksbi,90433.45,type,24,2,36,True,2,False,0.22,25,mule
10,2026-03-19T09:19:47.793386,Sanjay Joshi,Sanjay Joshi,lakshmi.913@icici,5398.58,type,555,235,4,False,0,False,0.87,,clean
589,2026-01-07T11:58:28.867463,Manoj Iyer,Manoj Iyer,karthik.013@hdfcbank,9377.15,type,562,195,3,False,0,False,0.97,,clean
403,2026-06-14T18:07:10.530893,Ananya Verma,Ananya Verma,manoj.428@oksbi,45909.2,type,999,488,1,False,0,False,0.92,,clean
828,2026-06-01T23:36:54.136051,Industries Gupta,Karthik Joshi,karthik.614@icici,246959.68,paste,3,0,8,True,4,False,0.44,11,mule
342,2026-01-25T08:13:47.327073,Google Pay,Google Pay,googlepay@okaxis,3593.27,type,942,376,2,False,0,False,0.99,,clean
810,2026-06-01T20:48:42.602613,Meera Rao,Deepa Singh,rohan.875@apl,57090.76,paste,3,3,30,True,2,False,0.46,18,mule
8,2026-03-10T09:49:24.090279,Ramesh Pillai,Ramesh Pillai,suresh.097@paytm,32591.39,type,1231,259,5,False,0,False,0.95,,clean
256,2026-04-28T21:30:26.221945,Kavya Iyer,Kavya Iyer,mohammed.041@apl,14290.59,type,1413,499,8,False,0,False,0.96,,clean
904,2026-06-09T20:13:41.735805,Paytm Support,Ananya Singh,paytm.verify@paytrn,17920.11,paste,6,4,7,True,1,True,0.47,58,lookalike
952,2026-01-28T01:07:18.001264,Rajesh Kumar,Priya Patel,vikram.413@apl,90206.19,type,1159,77,4,False,0,False,0.62,,name_mismatch
723,2026-05-29T16:19:13.333051,Associates Rao,Lakshmi Kumar,manoj.881@paytm,235542.4,paste,11,1,26,True,1,False,0.13,36,mule
531,2026-01-14T11:58:19.431545,BookMyShow,BookMyShow,bookmyshow@hdfcbank,1849.73,type,988,354,3,False,0,False,0.9,,clean
557,2026-03-11T18:48:25.263885,Rajesh Ventures,Rajesh Ventures,sanjay.643@ybl,40186.63,type,1384,60,2,False,0,False,0.86,,clean
52,2026-06-12T19:54:19.956247,Karthik Verma,Karthik Verma,sanjay.029@oksbi,11484.11,paste,1192,100,7,False,0,False,0.86,,clean
40,2026-06-09T10:11:06.808450,Google Pay,Google Pay,googlepay@okaxis,1684.8,type,526,52,4,False,0,False,0.86,,clean
101,2026-01-17T22:51:29.806023,Amazon Pay,Amazon Pay,amazon.pay@apl,4160.34,paste,820,195,2,False,0,False,0.94,,clean
575,2026-01-13T02:02:44.734551,Kavya Joshi,Kavya Joshi,priya.981@apl,919.68,type,902,329,8,False,0,False,0.93,,clean
743,2026-06-10T09:11:21.678556,Meera Kumar,Sanjay Verma,pooja.456@apl,244072.33,paste,18,1,59,False,0,False,0.31,36,mule
767,2026-06-10T14:58:36.477525,Lakshmi Menon,Meera Pillai,karthik.706@oksbi,140236.04,type,21,3,50,True,3,False,0.46,15,mule
495,2026-04-18T11:05:47.896458,Arjun Joshi,Arjun Joshi,rohan.696@apl,6874.25,paste,1154,51,6,False,0,False,0.98,,clean
720,2026-06-09T22:13:08.800272,Associates Reddy,Priya Sharma,deepa.951@okaxis,100965.66,paste,14,2,28,True,3,False,0.41,15,mule
335,2026-01-03T22:38:45.717170,Suresh Pillai,Suresh Pillai,rohan.103@apl,6861.32,type,394,219,6,False,0,False,0.86,,clean
577,2026-06-07T02:30:26.501651,Flipkart,Flipkart,flipkart@icici,1571.61,type,1993,7,7,False,0,False,0.85,,clean
607,2026-04-09T09:24:52.998355,Amazon Pay,Amazon Pay,amazon.pay@apl,2990.33,paste,1335,452,4,False,0,False,0.92,,clean
251,2026-06-12T05:38:52.335578,Manoj Solutions,Manoj Solutions,rajesh.847@ybl,9070.59,type,1258,206,7,False,0,False,0.9,,clean
858,2026-06-15T05:37:34.354206,PhonePe Support,Meera Reddy,phonepe.refund@axl,21140.78,paste,3,2,19,False,0,True,0.59,61,lookalike
474,2026-06-21T08:42:37.463822,Lakshmi Ventures,Lakshmi Ventures,kavya.236@okaxis,46178.12,paste,1284,383,6,False,0,False,0.87,,clean
416,2026-05-06T21:18:42.214226,Sanjay Sharma,Sanjay Sharma,meera.393@ybl,47908.17,type,967,448,3,False,0,False,0.96,,clean
289,2026-02-15T09:45:03.073430,Pooja Reddy,Pooja Reddy,karthik.632@icici,43526.86,paste,84,200,6,False,0,False,0.99,,clean
693,2026-06-11T09:33:35.341313,Lakshmi Joshi,Lakshmi Joshi,meera.259@okaxis,19184.63,type,426,105,8,False,0,False,0.9,,clean
864,2026-06-15T14:47:50.152635,Google Pay Support,Meera Joshi,google.pay.help@yba,19198.71,paste,2,5,13,True,2,True,0.48,62,lookalike
582,2026-01-08T08:27:22.409261,Priya Sharma,Priya Sharma,rajesh.911@paytm,44740.78,type,250,472,4,False,0,False,0.91,,clean
849,2026-06-16T14:40:10.083593,Trading Singh,Divya Verma,suresh.457@hdfcbank,29188.17,type,13,2,37,True,1,False,0.36,10,mule
84,2026-04-12T10:12:08.782663,Paytm,Paytm,paytm@paytm,1278.43,type,1595,403,1,False,0,False,0.98,,clean
857,2026-06-14T17:12:19.437346,PhonePe Support,Vikram Iyer,phonepe.help@yba,1536.32,paste,3,5,16,True,1,True,0.34,50,lookalike
942,2025-12-29T23:52:41.059833,Meera Iyer,Priya Trading,suresh.808@paytm,64277.34,type,1400,92,2,False,0,False,0.42,,name_mismatch
347,2026-05-04T23:02:04.615519,Vikram Sharma,Vikram Sharma,lakshmi.935@oksbi,6225.83,type,929,396,5,False,0,False,0.96,,clean
843,2026-06-04T10:10:29.707316,Solutions Patel,Priya Sharma,ananya.795@oksbi,180751.88,paste,23,2,48,True,3,False,0.32,31,mule
794,2026-06-06T21:55:54.210215,Trading Kumar,Ramesh Menon,divya.962@icici,192055.96,type,20,2,30,True,3,False,0.49,24,mule
152,2026-01-12T21:35:15.367817,Rajesh Ventures,Rajesh Ventures,mohammed.841@oksbi,37287.42,paste,96,23,1,False,0,False,0.97,,clean
195,2026-01-25T22:19:07.437276,Lakshmi Pillai,Lakshmi Pillai,rohan.294@oksbi,28787.85,type,594,291,2,False,0,False,0.93,,clean
624,2026-03-01T13:04:28.900960,Vikram Rao,Vikram Rao,pooja.242@ybl,47958.66,type,1069,205,7,False,0,False,0.95,,clean
162,2026-05-23T19:41:49.543817,Sanjay Rao,Sanjay Rao,ramesh.026@hdfcbank,43036.19,type,967,391,4,False,0,False,0.97,,clean
779,2026-05-27T03:29:50.238161,Industries Patel,Divya Patel,priya.314@paytm,79916.28,paste,8,2,49,True,3,False,0.35,25,mule
155,2026-01-13T19:42:59.334012,Deepa Reddy,Deepa Reddy,priya.934@hdfcbank,9609.88,paste,752,28,2,False,0,False,0.97,,clean
419,2026-04-01T22:39:17.696590,Meera Solutions,Meera Solutions,meera.053@ybl,5820.77,type,263,78,3,False,0,False,0.89,,clean
404,2026-04-23T06:07:46.266051,Mohammed Sharma,Mohammed Sharma,sanjay.391@ybl,19723.99,type,135,467,1,False,0,False,1.0,,clean
153,2026-05-26T09:37:11.252897,Manoj Rao,Manoj Rao,deepa.643@hdfcbank,2808.33,type,516,291,8,False,0,False,0.96,,clean
128,2026-01-10T16:39:41.589540,Flipkart,Flipkart,flipkart@icici,3757.36,type,1775,202,1,False,0,False,0.87,,clean
417,2026-06-15T17:40:24.167535,Pooja Das,Pooja Das,priya.609@icici,28885.09,type,168,389,8,False,0,False,0.93,,clean
99,2026-04-13T00:26:06.702413,Rajesh Nair,Rajesh Nair,rajesh.211@apl,15280.33,type,1487,432,6,False,0,False,0.87,,clean
229,2026-06-10T03:07:23.373332,Lakshmi Singh,Lakshmi Singh,meera.832@icici,10775.01,type,1186,189,8,False,0,False,0.92,,clean
219,2026-05-16T11:16:10.502561,Flipkart,Flipkart,flipkart@icici,2944.25,type,1175,26,8,False,0,False,0.95,,clean
19,2026-05-13T05:38:28.663698,Rohan Menon,Rohan Menon,divya.125@okaxis,47080.13,type,669,358,8,False,0,False,0.9,,clean
438,2026-06-06T05:02:48.547985,Paytm,Paytm,paytm@paytm,2984.79,type,761,331,5,False,0,False,0.9,,clean
139,2026-01-17T15:08:58.240310,Sanjay Services,Sanjay Services,suresh.662@apl,43861.56,paste,699,262,5,False,0,False,0.88,,clean
559,2026-01-11T04:50:22.900082,BookMyShow,BookMyShow,bookmyshow@hdfcbank,276.12,type,1009,9,6,False,0,False,0.96,,clean
765,2026-05-24T19:28:30.915117,Rohan Pillai,Rohan Nair,manoj.362@paytm,184011.99,type,8,3,22,False,0,False,0.34,6,mule
899,2026-06-16T22:01:02.502777,BookMyShow Support,Lakshmi Menon,bookmyshow.help@0kaxis,11830.92,paste,10,1,7,False,0,True,0.43,57,lookalike
671,2026-04-02T05:42:50.309488,Vikram Nair,Vikram Nair,arjun.864@apl,19671.28,type,791,54,4,False,0,False,0.87,,clean
984,2026-01-27T03:13:17.542398,Rajesh Associates,Karthik Industries,ramesh.897@paytm,83673.57,type,970,59,5,False,0,False,0.47,,name_mismatch
901,2026-06-18T03:14:01.174354,Zomato Support,Suresh Rao,zomato.cashback@axl,14452.84,paste,7,5,6,True,1,True,0.48,41,lookalike
384,2026-01-17T16:49:54.159896,Rohan Menon,Rohan Menon,suresh.306@oksbi,16313.28,type,1225,415,5,False,0,False,0.9,,clean
763,2026-06-19T16:20:16.796276,Divya Reddy,Kavya Pillai,priya.561@hdfcbank,238382.22,paste,13,2,15,True,2,False,0.35,6,mule
459,2026-04-10T04:08:01.294616,Ananya Pillai,Ananya Pillai,deepa.386@okaxis,30225.1,paste,695,146,4,False,0,False,0.85,,clean
224,2026-04-22T20:23:17.841975,Ananya Solutions,Ananya Solutions,ramesh.240@icici,32123.41,type,855,30,6,False,0,False,0.88,,clean
536,2026-03-17T09:40:24.664800,Karthik Menon,Karthik Menon,rohan.205@icici,34866.42,type,1110,160,4,False,0,False,0.89,,clean
299,2026-04-23T08:32:22.980629,IRCTC,IRCTC,irctc@sbi,244.69,type,1151,361,7,False,0,False,0.98,,clean
618,2026-06-16T11:37:08.961623,Rajesh Joshi,Rajesh Joshi,sanjay.563@paytm,21440.69,paste,921,19,1,False,0,False,0.99,,clean
700,2026-06-10T08:59:50.007215,Services Joshi,Arjun Nair,ananya.332@paytm,115216.04,paste,9,1,19,True,1,False,0.49,13,mule
689,2026-04-10T03:22:41.381915,Deepa Sharma,Deepa Sharma,ananya.121@icici,5205.87,paste,1129,174,5,False,0,False,0.99,,clean
850,2026-06-15T04:10:31.859251,Paytm Support,Ramesh Reddy,paytm.help@yba,14278.94,paste,9,5,5,False,0,True,0.34,59,lookalike
929,2026-06-16T02:38:33.133334,Google Pay Support,Pooja Verma,google.pay.cashback@paytrn,29177.23,paste,3,0,17,True,1,True,0.41,42,lookalike
475,2026-06-21T07:57:14.288542,Meera Traders,Meera Traders,suresh.273@okaxis,27011.66,type,1421,316,7,False,0,False,0.93,,clean
329,2026-06-19T01:47:42.445811,Arjun Verma,Arjun Verma,rohan.108@apl,33610.73,paste,238,104,8,False,0,False,0.9,,clean
180,2026-04-24T18:27:29.683953,Flipkart,Flipkart,flipkart@icici,1878.7,type,452,203,8,False,0,False,0.99,,clean
866,2026-06-22T18:24:22.476326,Paytm Support,Priya Gupta,paytm.help@yba,23617.67,paste,9,5,14,True,1,True,0.32,42,lookalike
561,2026-01-08T14:22:50.908365,PhonePe,PhonePe,phonepe@ybl,800.11,type,1313,492,4,False,0,False,0.98,,clean
832,2026-06-10T04:36:30.314281,Ventures Verma,Deepa Reddy,suresh.905@hdfcbank,181677.79,paste,23,0,26,True,3,False,0.25,17,mule
132,2026-04-26T23:01:59.862017,Ananya Rao,Ananya Rao,arjun.888@icici,20264.51,type,714,340,8,False,0,False,1.0,,clean
18,2026-06-15T15:02:59.205480,Ramesh Joshi,Ramesh Joshi,ananya.559@oksbi,26321.31,paste,702,472,6,False,0,False,0.93,,clean
341,2026-05-28T08:21:53.886529,Lakshmi Kumar,Lakshmi Kumar,mohammed.172@icici,17457.04,type,388,263,2,False,0,False,0.86,,clean
896,2026-06-12T09:23:14.162647,IRCTC Support,Lakshmi Menon,irctc.verify@paytrn,21853.79,paste,1,0,14,False,0,True,0.48,58,lookalike
626,2026-01-05T17:18:59.706884,Vikram Iyer,Vikram Iyer,manoj.853@apl,26300.28,type,1110,185,6,False,0,False,0.92,,clean
827,2026-06-10T10:17:52.809021,Deepa Reddy,Kavya Pillai,deepa.883@ybl,223407.5,type,7,0,27,True,1,False,0.1,6,mule
833,2026-06-10T19:55:15.402380,Industries Joshi,Vikram Iyer,pooja.536@oksbi,105585.28,type,25,2,17,True,1,False,0.43,23,mule
103,2026-06-06T22:02:33.596995,Zomato,Zomato,zomato@paytm,905.4,type,804,148,8,False,0,False,0.98,,clean
669,2026-04-25T15:01:48.795604,Pooja Das,Pooja Das,ramesh.962@icici,18872.83,type,510,245,3,False,0,False,0.92,,clean
325,2026-01-23T10:47:19.734144,Vikram Joshi,Vikram Joshi,pooja.298@apl,45245.09,type,374,26,6,False,0,False,0.94,,clean
263,2026-01-31T21:51:44.370108,Meera Joshi,Meera Joshi,ramesh.827@paytm,27803.34,type,98,414,6,False,0,False,0.86,,clean
793,2026-05-25T13:50:17.053740,Ramesh Sharma,Meera Rao,pooja.077@paytm,227349.51,paste,1,3,8,True,2,False,0.33,20,mule
642,2026-03-24T12:15:46.161946,Ananya Menon,Ananya Menon,karthik.410@paytm,46924.67,type,481,464,4,False,0,False,0.92,,clean
950,2026-02-17T23:59:10.257894,Mohammed Das,Sanjay Das,pooja.521@apl,37005.54,type,700,83,5,False,0,False,0.46,,name_mismatch
742,2026-06-06T05:50:48.206017,Services Das,Lakshmi Iyer,rohan.270@ybl,205394.91,paste,17,0,40,True,3,False,0.25,11,mule
842,2026-06-16T14:20:29.676781,Meera Sharma,Mohammed Reddy,divya.407@hdfcbank,30091.18,paste,8,2,51,True,1,False,0.33,21,mule
334,2026-03-13T21:59:03.925328,Priya Verma,Priya Verma,rohan.495@paytm,29095.18,type,1218,326,8,False,0,False,1.0,,clean
304,2026-01-16T03:47:20.287466,Pooja Patel,Pooja Patel,sanjay.877@icici,8755.04,type,189,392,7,False,0,False,0.88,,clean
859,2026-06-21T00:38:13.332792,IRCTC Support,Pooja Das,irctc.service@paytrn,17235.16,paste,8,3,8,False,0,True,0.54,58,lookalike
817,2026-06-08T18:03:35.967408,Ananya Iyer,Arjun Joshi,arjun.825@ybl,41984.01,paste,20,2,13,True,2,False,0.31,12,mule
321,2026-04-26T12:27:36.990061,Ramesh Sharma,Ramesh Sharma,lakshmi.345@ybl,23561.18,type,1149,236,6,False,0,False,0.97,,clean
912,2026-06-18T04:17:57.804785,Amazon Pay Support,Divya Singh,amazon.pay.help@paytrn,27731.16,paste,3,4,5,True,2,True,0.61,48,lookalike
641,2026-01-17T05:34:52.025655,Pooja Menon,Pooja Menon,ramesh.907@hdfcbank,2938.49,type,176,149,1,False,0,False,0.9,26,clean
284,2026-04-07T17:41:54.804539,BookMyShow,BookMyShow,bookmyshow@hdfcbank,2587.68,type,1325,220,6,False,0,False,0.99,,clean
914,2026-06-15T23:08:42.836483,Google Pay Support,Mohammed Gupta,google.pay.service@paytrn,813.92,paste,3,5,6,False,0,True,0.33,42,lookalike
840,2026-06-02T17:14:03.233490,Trading Gupta,Mohammed Reddy,karthik.729@ybl,198747.67,type,7,3,14,True,2,False,0.1,5,mule
548,2026-05-16T10:01:36.913695,Kavya Iyer,Kavya Iyer,priya.243@paytm,40554.9,type,216,403,3,False,0,False,0.9,,clean
764,2026-06-19T09:01:46.934704,Vikram Joshi,Divya Verma,kavya.219@icici,75497.3,type,23,3,34,True,4,False,0.12,27,mule
290,2026-04-14T07:27:57.987879,IRCTC,IRCTC,irctc@sbi,3205.25,type,1249,176,5,False,0,False,0.89,,clean
616,2026-05-19T05:05:28.081940,Zomato,Zomato,zomato@paytm,3410.67,type,1025,354,4,False,0,False,0.89,,clean
947,2026-03-17T12:12:25.682606,Mohammed Das,Divya Associates,vikram.843@apl,97356.31,type,1351,90,3,False,0,False,0.55,,name_mismatch
445,2026-03-31T06:48:17.304493,Manoj Verma,Manoj Verma,meera.801@okaxis,39765.42,type,452,167,7,False,0,False,1.0,,clean
400,2026-06-18T20:41:54.969670,Manoj Menon,Manoj Menon,priya.794@oksbi,48136.09,type,287,426,1,False,0,False,0.93,,clean
852,2026-06-22T08:29:13.279614,BookMyShow Support,Priya Sharma,bookmyshow.refund@axl,24259.77,paste,10,4,10,True,1,True,0.32,45,lookalike
159,2026-02-14T21:22:38.380875,Lakshmi Rao,Lakshmi Rao,divya.597@apl,37418.65,paste,1153,418,1,False,0,False,0.93,,clean
775,2026-06-18T01:20:39.403809,Priya Verma,Divya Rao,sanjay.182@paytm,71511.67,type,19,0,37,True,4,False,0.35,8,mule
436,2026-01-04T11:10:51.879523,Zomato,Zomato,zomato@paytm,375.66,type,1752,155,7,False,0,False,0.91,,clean
762,2026-05-28T16:42:09.103292,Solutions Singh,Arjun Nair,priya.756@okaxis,83358.17,type,1,0,41,True,3,False,0.22,12,mule
131,2026-06-21T07:53:16.172445,Paytm,Paytm,paytm@paytm,2434.61,type,1053,446,5,False,0,False,0.89,,clean
247,2026-03-02T17:40:23.039785,Suresh Iyer,Suresh Iyer,mohammed.645@icici,23491.3,paste,1390,256,8,False,0,False,0.87,,clean
552,2026-01-15T12:37:37.742176,Rajesh Patel,Rajesh Patel,pooja.992@hdfcbank,11306.9,type,342,198,1,False,0,False,0.95,,clean
7,2026-03-25T21:17:03.977753,Flipkart,Flipkart,flipkart@icici,3091.42,type,556,308,3,False,0,False,0.88,,clean
508,2026-01-09T15:41:06.255781,Flipkart,Flipkart,flipkart@icici,4264.68,type,436,264,5,False,0,False,0.9,,clean
476,2026-04-03T05:11:16.540538,Divya Trading,Divya Trading,deepa.099@okaxis,4678.79,type,1273,125,2,False,0,False,0.91,,clean
220,2026-04-30T15:54:21.666628,Divya Sharma,Divya Sharma,sanjay.996@ybl,17840.33,type,375,69,8,False,0,False,0.88,,clean
787,2026-05-28T16:10:13.573594,Kavya Kumar,Sanjay Patel,karthik.838@ybl,76619.83,type,14,2,21,True,1,False,0.48,7,mule
236,2026-02-26T02:51:30.222980,Rohan Verma,Rohan Verma,meera.390@apl,20737.74,type,808,181,1,False,0,False,0.97,,clean
935,2026-04-05T05:04:52.523104,Manoj Trading,Lakshmi Sharma,karthik.306@icici,27022.09,type,991,81,3,False,0,False,0.4,,name_mismatch
595,2026-04-28T05:59:23.092489,Pooja Kumar,Pooja Kumar,ramesh.271@paytm,3844.6,paste,734,143,3,False,0,False,0.99,,clean
665,2026-06-05T21:08:48.772812,Priya Reddy,Priya Reddy,rohan.128@hdfcbank,8525.74,type,1285,8,8,False,0,False,0.97,,clean
507,2026-05-18T12:23:04.173814,PhonePe,PhonePe,phonepe@ybl,76.35,type,1280,25,3,False,0,False,0.94,,clean
291,2025-12-26T22:47:07.777801,Arjun Joshi,Arjun Joshi,deepa.569@paytm,27425.87,type,1437,11,7,False,0,False,0.86,,clean
412,2026-03-17T19:29:15.904761,IRCTC,IRCTC,irctc@sbi,679.26,type,1821,360,4,False,0,False,0.92,,clean
225,2026-03-19T16:11:02.231784,Google Pay,Google Pay,googlepay@okaxis,3295.96,type,528,189,7,False,0,False,0.97,,clean
116,2026-02-11T04:06:44.124791,Meera Patel,Meera Patel,ramesh.121@apl,27750.21,type,1166,157,4,False,0,False,0.86,,clean
185,2026-05-22T06:11:55.511663,Vikram Nair,Vikram Nair,vikram.549@apl,1029.14,type,1415,115,8,False,0,False,0.94,,clean
875,2026-06-15T00:35:46.407129,PhonePe Support,Kavya Joshi,phonepe.help@yba,5540.7,paste,10,5,12,True,2,True,0.46,44,lookalike
41,2026-02-01T13:10:40.902007,Mohammed Services,Mohammed Services,pooja.229@paytm,47855.29,type,91,497,2,False,0,False,0.96,,clean
218,2026-05-29T21:10:10.450697,Ramesh Joshi,Ramesh Joshi,pooja.526@okaxis,18085.29,type,166,62,4,False,0,False,0.94,,clean
630,2026-03-14T21:34:16.932701,Amazon Pay,Amazon Pay,amazon.pay@apl,4241.67,type,514,315,1,False,0,False,0.99,,clean
161,2026-05-08T01:23:29.300735,Pooja Kumar,Pooja Kumar,lakshmi.818@apl,28138.06,paste,519,126,5,False,0,False,0.95,,clean
44,2026-01-24T16:56:16.092965,Pooja Das,Pooja Das,sanjay.289@apl,37005.75,type,1003,91,3,False,0,False,0.96,,clean
807,2026-06-12T08:29:25.999438,Enterprises Joshi,Mohammed Kumar,sanjay.861@apl,96107.15,paste,20,0,11,True,3,False,0.38,9,mule
55,2026-04-07T09:02:15.050313,Karthik Kumar,Karthik Kumar,kavya.477@icici,45269.86,type,557,355,7,False,0,False,0.88,,clean
237,2026-01-14T15:36:51.746006,Rajesh Menon,Rajesh Menon,ananya.492@apl,18753.66,type,235,129,3,False,0,False,0.98,,clean
824,2026-06-08T10:35:19.841817,Enterprises Das,Pooja Kumar,arjun.407@okaxis,94278.56,type,1,2,39,True,1,False,0.11,16,mule
960,2026-03-29T04:51:25.096930,Kavya Verma,Vikram Ventures,ananya.721@paytm,3248.23,type,1343,97,4,False,0,False,0.59,,name_mismatch
442,2026-05-19T17:34:49.805792,BookMyShow,BookMyShow,bookmyshow@hdfcbank,3686.2,paste,1043,110,7,False,0,False,0.88,,clean
648,2026-02-24T04:18:29.593831,Google Pay,Google Pay,googlepay@okaxis,3868.13,paste,970,24,5,False,0,False,0.9,,clean
424,2026-05-23T21:55:13.007778,Manoj Nair,Manoj Nair,ramesh.150@ybl,19825.71,type,311,454,7,False,0,False,0.88,,clean
59,2026-04-25T13:25:54.881405,Pooja Kumar,Pooja Kumar,rajesh.927@hdfcbank,34672.48,type,897,329,5,False,0,False,0.89,,clean
383,2026-05-25T01:54:35.982501,Divya Trading,Divya Trading,sanjay.066@oksbi,18740.56,type,277,19,2,False,0,False,0.92,,clean
373,2026-01-15T13:07:21.703073,Swiggy,Swiggy,swiggy@ybl,892.11,paste,1526,400,8,False,0,False,0.97,,clean
357,2026-01-11T11:25:03.617383,Paytm,Paytm,paytm@paytm,3602.65,type,1549,144,2,False,0,False,0.93,,clean
741,2026-05-28T15:18:18.373052,Services Iyer,Mohammed Gupta,pooja.725@paytm,197078.35,type,12,3,55,False,0,False,0.45,9,mule
989,2026-03-24T15:07:32.632673,Rohan Traders,Suresh Patel,rohan.103@ybl,87431.15,type,792,45,1,False,0,False,0.64,,name_mismatch
655,2026-05-19T20:52:34.529068,Suresh Patel,Suresh Patel,lakshmi.099@ybl,5400.98,type,493,486,4,False,0,False,0.91,,clean
644,2025-12-29T06:08:23.079183,Priya Iyer,Priya Iyer,ananya.024@hdfcbank,22742.77,type,293,143,5,False,0,False,0.94,,clean
803,2026-06-05T22:56:25.048274,Industries Nair,Deepa Das,mohammed.394@icici,58883.84,type,7,2,41,True,4,False,0.46,19,mule
740,2026-05-27T18:06:38.247605,Arjun Nair,Karthik Kumar,priya.035@oksbi,50885.49,paste,11,3,60,True,2,False,0.16,31,mule
599,2026-01-28T05:58:18.305889,Google Pay,Google Pay,googlepay@okaxis,2367.34,type,1153,179,4,False,0,False,0.97,,clean
521,2026-02-15T15:14:53.263554,Karthik Patel,Karthik Patel,lakshmi.936@hdfcbank,27002.07,paste,301,155,5,False,0,False,0.88,,clean
487,2026-02-25T00:15:53.060316,Zomato,Zomato,zomato@paytm,667.17,type,496,249,8,False,0,False,0.95,,clean
